qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
780	2	汽車行駛於高速公路、快速公路或設站管制之道路，若未依規定保持行車安全距離，下列何者為正確處分？	(1)	處新臺幣1,200～2,400元罰鍰，並吊扣駕駛執照1個月。	(2)	處新臺幣 3,000～6,000元罰鍰。	(3)	處新臺幣6,000～12,000元罰鍰，並當場吊銷駕駛執照。	
781	3	答 題號 題 目 案 汽車在隧道內行駛時：	(1)	白天不須開燈，晚上才開燈，以節省電力。	(2)	應開燈、減速慢行，以策安全。	(3)	應開亮頭燈並依規定速限行駛。	
782	1	在內側車道行駛之汽車，利用外側車道超車：	(1)	不可以。	(2)	可以。	(3)	沒有規定。	
783	2	在狹路與他車交會時應：	(1)	搶先前進迫使對方讓路。	(2)	減速，尋找路幅較寬處停車避讓。	(3)		
784	1	鳴喇叭，警告對方避讓在雙向二車道上〝欲〞超越前行車，發現對向有來車，你應該：	(1)	立即減速放棄超車。	(2)	馬上加速搶先超越。	(3)	按鳴喇叭，促來車減速或避讓。	
785	1	在哪種情形下，車輛可從公路行車分向線左邊行駛：	(1)	當車道範圍內右側停有車輛或障礙物而對向又無來車時。	(2)	上下坡時。	(3)	準備停車時。	
786	2	在深夜郊外道路上，空曠無車無人的情況下：	(1)	可以超速行車。	(2)	仍應按規定速限內行駛。	(3)	可以稍微超過限制，但不宜太快。	
787	3	行車速度，依速限標誌或標線之規定，無標誌或標線者，行車時速不得超過50公里。但在未劃設車道線、行車分向線或分向限制線之道路，時速不得超過：	(1)	40公里。	(2)	50公里。	(3)	30公里。	
788	2	汽車駛至鐵路平交道前，如前面有車輛時，應俟前車駛離鐵路平交道多少公尺始得通過：	(1)	5公尺。	(2)	適當距離而後車能安全通過後。	(3)	15公尺。	
789	1	行車中，駕駛人看到鐵路平交道標誌或標線後，應即將車速減低至時速：	(1)	15公里以下。	(2)	20公里以下。	(3)	30公里以下。	
790	2	汽車在同向二車道以上道路，速度較慢之小型汽車，應行駛：	(1)	內側車道。	(2)	外側車道。	(3)	慢車道。	
791	3	在同向二車道以上之道路，小型車應行駛於：	(1)	內側車道。	(2)	外側車道。	(3)	內外側車道均可，但不得任意變換車道。	
792	1	汽車按鳴喇叭規定：	(1)	不得連續按鳴3次以上。	(2)	不得連續按鳴4 次以上。	(3)	不得連續	
793	3	按鳴5次以上。汽車按鳴喇叭時間，每次：	(1)	不得超過2秒。	(2)	不得超過1秒。	(3)	不得超過半秒。	
794	3	汽車在同一車道行駛時，後車與前車之間，應保持：	(1)	1公尺以上。	(2)	5公尺以上。	(3)	隨時可以煞停之距離。	
795	1	汽車除行駛在單行道或指定行駛於左側車道外，在未劃行車分向線或分向限制線之道路，應：	(1)	靠右行駛。	(2)	靠左行駛。	(3)	在道路中間行駛。	
796	2	汽車遇有特殊情況，必須行駛道路左側時，應該：	(1)	加速快行。	(2)	減速慢行並注意前方來車及路旁行人。	(3)	多按鳴喇叭，使對面來車知道。	
797	1	汽車在峻狹坡道路會車時，應該：	(1)	下坡車讓上坡車先行。	(2)	上坡車讓下坡車先行。	(3)	不須相讓。	
798	2	在未劃有分向標線之道路，或鐵路平交道，或不良道路會車時，應該：	(1)	加速快行。	(2)	減速慢行。	(3)	照常行駛。	
799	2	下坡行車時應：	(1)	為節省油料可關閉電門放空檔滑行。	(2)	為了安全，不得將引擎熄火放空檔滑行。	(3)	不需換檔。	
800	1	汽車在雙向二車道並劃有分向限制線之路段：	(1)	不得駛入來車之車道內。	(2)	可以駛入來車之車道內。	(3)	如前無來車，即可駛入來車之車道內。	
801	3	汽車會車時，相互之間隔，不得少於：	(1)	2公尺。	(2)	1公尺。	(3)	半公尺。	
802	3	汽車變換車道時，應先：	(1)	按鳴喇叭。	(2)	變換燈光。	(3)	顯示方向燈或手勢。	
803	1	交岔路口、公共汽車招呼站多少公尺內不得臨時停車：	(1)	10公尺。	(2)	20公尺。	(3)	30公 尺。	
804	1	遇幼童專用車、校車不依規定禮讓，或減速慢行，經當場舉發者，除記違規點數外，並處：	(1)	罰鍰。	(2)	吊銷駕照。	(3)	吊扣駕照。	
805	3	汽車駕駛人超速駕車，經當場舉發者，應處以：	(1)	罰鍰。	(2)	只記點不罰鍰。	(3)	罰鍰並違規記點。	
806	1	在高速公路行車時突然發現車輛性能低落，車速無法達到60公里時 應：	(1)	迅即進入最近交流道離開高速公路，以免被他車追撞危險。	(2)	應即停車修理。	(3)	仍繼續行駛。	
807	3	行駛高速或快速公路欲變換車道時，除顯示方向燈外，最重要的 是：	(1)	有空位立即插入。	(2)	僅須注意前車之安全距離即可。	(3)	應注意前車及後方來車之安全距離。	
808	1	防衛駕駛就是：	(1)	在車禍發生前，能立即採取合理謹慎行動加以防止。	(2)	優良駕駛技術。	(3)	良好生活習慣。	
809	3	行駛高速或快速公路駛入主線：	(1)	先在加速車道減速，確認安全後才可駛入。	(2)	開啟左方向燈即可駛入。	(3)	先在加速車道加速，確認安全後才可駛入。	
810	2	行駛高速或快速公路駛離主線：	(1)	可隨意轉出。	(2)	應先靠右行駛，逐漸減速駛出。	(3)	開啟右方向燈，即可駛出。	
811	1	夜間行車如發現照射前方路面的燈光消失，可能是道路中斷、橋樑斷裂或路面坍陷，為了行車安全，應即：	(1)	停車查看清楚後再行駛。	(2)	繼續前行不理它。	(3)	關閉大燈以免周圍反 射看不清楚。	
812	2	適當的跟車距離，為什麼可以防止肇事，因為：	(1)	跟著前車走，才不至於偏離主要幹道。	(2)	有足夠的反應時間與空間。	(3)	才跟得上前車，不至於脫隊。	
813	1	最小安全跟車距離，必須：	(1)	大於。	(2)	小於。	(3)	等於。停車距離。	
814	1	行車時應：	(1)	正視前方並注意左右來車。	(2)	左顧右盼且可以吃東西。	(3)	與鄰座乘客聊天嬉戲。	
815	2	行車時應注意：	(1)	路旁的商家。	(2)	前方號誌、標誌指示及周遭之人車動態。	(3)	四周的風景。	
816	2	夜間駕車，駕駛人不易發現的目標是：	(1)	移動中的行人。	(2)	站立的人物。	(3)	移動中的車	
817	2	輛。緊急煞車致使車輪鎖死時，煞車距離會：	(1)	縮短。	(2)	變長。	(3)	不變。	
818	2	行車最高指導原則，絕對是：	(1)	車速越慢越好。	(2)	與前車保持安全車距。	(3)	緊跟前車較不易出錯。	
819	2	行駛於長度4公里以上或經管理機關公告之隧道時小型車應保持：	(1)	40公尺。	(2)	50公尺。	(3)	0公尺。 以上之行車安全距離。	
820	1	汽車行駛於長度4公里以上或經管理機關公告之隧道內因隧道壅塞、事故導致車速低於每時20公里或停止時，仍應保持：	(1)	20 公尺。	(2)	30公尺。	(3)	50公尺。 以上之安全距離。	
821	3	行駛郊區道路，該路段如未設有速限標誌：	(1)	可隨自己喜好開車。	(2)	趕時間可超速行駛。	(3)	速不得超過50公里。	
822	1	小型車行駛高速公路或快速公路，前後兩車間之行車安全距離為，在正常天候狀況下，依輛速率之每小時公里數值：	(1)	除以二。	(2)	除以三。	(3)	除以四。 所得之數值，其單位為公尺。	
823	2	汽車駕駛人行駛高速公路，未保持安全距離因而肇事致人死亡者，處罰：	(1)	吊扣駕駛執照。	(2)	吊銷駕駛執照。	(3)	吊銷車輛牌照。	
824	3	行經施工區，車速應：	(1)	依平時行駛的速度行駛。	(2)	依原來道路的最高速限行駛。	(3)	依施工路段最高速限標誌指示，小心行駛。	
825	3	行駛於長度4公里以上或經管理機關公告之隧道時大型車應保持：	(1)	40公尺。	(2)	50公尺。	(3)	100公尺。 以上之行車安全距離。	
826	3	汽車駕駛人行駛於快車道，若有微型電動二輪車靠近時應?	(1)	不予理會繼續行駛	(2)	長按喇叭，以資警惕	(3)	減速並注意其行車動向。	
827	1	IMAGEIMAGEIMAGEp062_img01_xref434__DOT__png	(1)	開亮頭燈。	(2)	注意號誌。	(3)	按鳴喇叭。	
828	2	在下雨天行駛時，若發現前方車輛激起大量水花（水霧）導致視線不清，下列哪種防禦駕駛行為最能確保安全？	(1)	立即開啟遠光燈，試圖穿透水霧看清前車。	(2)	增加與前車的安全距 離，並確認開啟大燈（頭燈）。	(3)	緊跟前車尾燈，利用前車燈光導引行進方向。	
829	2	關於變換車道與轉彎時的燈光使用，下列哪一種行為最符合法規要求並能體現防禦駕駛精神？	(1)	變換車道時，只要轉動方向盤的瞬間閃兩下方向燈即可，不必提早顯示。	(2)	應先顯示欲變換方向的方向燈，並保持閃爍至完成轉彎或變換車道，讓後車有足夠反應時間。	(3)	在超車 時，應連續閃爍遠近光燈直到前車讓路為止，屬於合法的燈光使用。	
830	2	汽車行駛於道路時，若前方車輛開啟方向燈時，後車應如何應對以預防事故？	(1)	加速趕在對方變換車道或轉彎前通過	(2)	應減速慢行，並保持安全距離	(3)	持續按鳴喇叭警告對方不得變換車道或轉彎汽車駕駛人行駛在設有「慢車道」的同向二車道上，準備右轉進入路口前，必須先從快車道變換至慢車道。	
831	3	下列何項駕駛行為正確？	(1)	只要慢車道沒車，可以不打方向燈直接快速切入，以免擋到後方快車道的車流。	(2)	慢車道屬於次要車道，快車道車輛擁有優先路權，變換車道 時不須注意安全距離。	(3)	應先顯示右方向燈，主動讓慢車道上的直行車（如機車、自行車） 優先通行，並在保持安全距離後變換車道。	
832	2	汽車駕駛人欲變換車道時，為了確實消除視覺死角並預防碰撞事故，下列哪一種操作流程最正確？	(1)	先看照後鏡，只要鏡中沒看到車就立即轉向。	(2)	先顯示方向燈，觀察照後鏡，並將 頭轉向欲變換的車道方向，確認死角無車後再變換。	(3)	快速變換車道，縮短待在兩個車道中 間的時間以維護安全。	
833	1	車輛行駛於外側車道欲右轉彎時，應距交岔路口幾公尺前顯示方向燈或手勢？	(1)	30公尺。	(2)	50公尺。	(3)	40公尺。	
834	2	汽車駕駛人變換車道前，應該：	(1)	不顯示方向燈，急加速後變換車道。	(2)	先顯示方向燈、，並確認安全距離。	(3)	打開方向燈並立即切換車道。	
835	3	變換車道或轉彎前，依規定應如何使用燈光？	(1)	不需使用燈光。	(2)	開啟遠光燈警示。	(3)	應先顯示方向燈至完成轉彎或變換車道之行為。	
836	2	關於汽車行駛中「變換車道」時方向燈的使用，下列敘述何者正確？	(1)	開始變換車道時始同時顯示方向燈。	(2)	應先顯示欲變換車道方向之燈光，並應顯示至完成變換車道之行為。	(3)	部分車身進入欲變換之車道時，即可關閉方向燈。	
837	2	遇到前車緊急煞車，最佳反應是：	(1)	立即加速超越。	(2)	保持安全車距並立即踩煞車。	(3)	打遠光燈提醒。	
838	1	汽車駕駛人欲變換車道時，依法應先顯示方向燈，其主要目的為何？	(1)	提醒周邊車輛並爭取反應時間，以維護變換車道安全。	(2)	表示自己取得絕對優先變換車道之權利。	(3)	僅為避免遭 科技執法舉發，與行車安全無直接關聯。	
839	2	行車欲超越前方車輛，除顯示方向燈外，應如何行駛才正確?	(1)	與前車右側保持半公尺以上之間隔。	(2)	與前車左側保持半公尺以上之間隔。	(3)	與前車左側保持1公尺以上之間隔。	
840	3	汽缸總排氣量550立方公分以上之大型重型機車行駛於快速公路，何時應開亮頭燈？	(1)	只需在夜間。	(2)	只需在遇濃霧、雨、雪、天色昏暗或視線不清時。	(3)	全天。	
841	3	汽車起駛前，下列處置何者正確？	(1)	不必顯示方向燈。	(2)	應按鳴喇叭3短聲。	(3)	應顯示方向燈。	
842	1	IMAGEIMAGEIMAGEp063_img01_xref438__DOT__png 儀表顯示此燈號為？	(1)	轉向指示燈。	(2)	車寬指示燈。	(3)	危險警告燈。	
843	3	於夜間駕車時，遇對向車輛會車時，駕駛人應如何使用燈光？	(1)	為看清對向來車，應全程使用遠光燈。	(2)	應切換使用霧燈。	(3)	應切換為近光燈，以免造成對向駕駛人眩光危險。	
844	1	夜間跟隨前車行駛之車輛：	(1)	用近光燈。	(2)	用遠光燈。	(3)	不必開燈。	
845	1	汽車在夜間行經市區照明情況良好處應該：	(1)	開近光燈。	(2)	開遠光燈。	(3)	多鳴喇叭。	
846	1	當我車前燈遠光將要照射到來車駕駛人眼睛前，應：	(1)	改用近光燈。	(2)	燈光全熄。	(3)	仍開遠光燈。	
847	3	汽車行駛至交岔路口欲轉彎時，應距交岔路口多少公尺前顯示方向燈：	(1)	10公尺。	(2)	20公尺。	(3)	30公尺。	
848	2	夜間會車，應使用：	(1)	遠光燈。	(2)	近光燈。	(3)	熄燈避讓即可。	
849	3	汽車起駛前，應：	(1)	不必顯示方向燈。	(2)	按鳴喇叭3短聲。	(3)	顯示方向燈。	
850	3	汽車行駛中遇濃霧，應該：	(1)	使用方向燈。	(2)	使用煞車燈。	(3)	開亮頭燈。	
851	2	汽車行進中，發現鄰側車道車輛已開啟方向燈，有變換車道意圖時 應：	(1)	加速行駛阻擋超越。	(2)	適度減低車速禮讓。	(3)	併行競駛。	
852	3	夜間駕駛汽車行駛市區及會車或跟前車距離在 100公尺以內時，為求安全：	(1)	戴有色眼鏡。	(2)	使用遠光燈。	(3)	使用 近光燈。	
853	3	夜間會車如來車以強烈的頭燈或遠光燈照射，駕駛人應：	(1)	以遠光燈報復。	(2)	緊靠中心線行駛。	(3)	儘量靠右減速行駛，並注意周遭路況。	
854	1	燈光照射距離突然變遠，表示可能正行駛在下坡路段，為防不測應：	(1)	減速慢行。	(2)	加速前進。	(3)	關閉大燈。	
855	1	IMAGEIMAGEIMAGEp064_img01_xref441__DOT__png	(1)	禁止大貨車及聯結車進入。	(2)	禁止大貨車進入。	(3)	禁止汽車進入。	
856	1	IMAGEIMAGEIMAGEp064_img02_xref443__DOT__png	(1)	車輛長度限制。	(2)	車輛寬度限制。	(3)	禁止大貨車進入。	
857	2	答 題號 題 目 案 有關貨車裝載，以下何者為錯誤？	(1)	不可以前伸超過車頭以外。	(2)	廂式貨車裝載貨物，可以超出車廂以外。	(3)	不符合規定之傾卸式大貨車，不得裝載砂石、土方。	
858	2	汽車裝載貨物行駛時，以下何種駕駛行為較適當？	(1)	佔用內車道，慢速行駛。	(2)	增加車距，注意前車動態並提前減速。	(3)	加快車速，任意超車。	
859	2	關於汽車裝載貨物超過核定總重量之處罰規定，下列敘述何者正確？	(1)	不分超載程度一律處新臺幣1萬元罰鍰。	(2)	依超載程度採取級距式累進罰鍰。	(3)	對於累犯之車輛沒收該車裝 載之貨物。	
860	3	貨車裝載的規定下列何者正確？	(1)	裝載貨物寬度，可以超出車身半公尺。	(2)	裝載依自己方便，沒特別規定。	(3)	裝載貨物寬度，不得超過車身。	
861	3	汽車裝載貨物行至設有地磅處所5公里內路段，未依標誌、標線、號誌指示過磅者，應處汽車駕駛人多少罰鍰，並得強制其過磅？	(1)	新臺幣3萬元。	(2)	新臺幣6萬元。	(3)	新臺幣9 萬元。	
862	2	廂式貨車裝載貨物，下列何者正確？	(1)	裝載貨物可略為超出車廂，但須固定。	(2)	裝載貨物之長度、寬度均不得超出車廂。	(3)	在不影響行車安全前題下可以超出。	
863	2	載重貨車行駛於高速公路或快速公路所設置之地磅站時，若裝載貨物超過核定之總重量、總 聯結重量逾20％且無法當場卸貨分裝，經舉發後，駕駛人仍不依責令改正繼續行駛者，依法應如何處置？	(1)	僅能舉發1次，後續路程不得重複開罰。	(2)	得連續舉發處罰。	(3)	應立即 吊銷駕駛人駕照並沒入車輛。	
864	3	小型貨車（非屬廂型貨車）裝載貨物時，其裝載高度由地面算起，依法不得超過多少公尺？	(1)	2公尺。	(2)	2.5公尺。	(3)	2.85公尺。	
865	2	關於貨車裝載貨物之長度規定，下列敘述何者正確？	(1)	貨物無論多長皆可裝載，只要有綁緊即可。	(2)	長度不得前伸超過車頭。	(3)	長度可以前伸超過車頭2公尺。	
866	2	答 題號 題 目 案 載運危險物品車輛是否可進入八卦山或雪山隧道內：	(1)	可以。	(2)	不可以。	(3)	沒有特別規定。	
867	3	貨車裝載貨物寬度：	(1)	可以超出車身半公尺。	(2)	可以超出車身1 公尺。	(3)	不得超出車身。	
868	2	汽車裝載危險物品停車時，應停於：	(1)	室內停車場。	(2)	露天空曠陰涼場所。	(3)	車多人少地方。	
869	2	裝載危險物品車輛，發現外洩或滲漏時應即：	(1)	趕快加速開往目的地。	(2)	停車予以妥善處理。	(3)	沒有法令規定。	
870	1	汽車載運危險品行駛：	(1)	應在車輛前後端懸掛布質三角紅旗，以示警告。	(2)	與一般載運相同。	(3)	沒有規定。	
871	3	貨車裝載體積或長度非框式車廂所能容納之貨物，其伸後長度最多不得超過車輛全長：	(1)	20%。	(2)	25%。	(3)	30%。	
872	3	以下何種車輛應在車後方加漆牌照號碼：	(1)	大客車。	(2)	自用小客車。	(3)	大貨車、 小貨車。	
873	3	裝載貨物在同一汽車時，重的貨物應放在：	(1)	車後部。	(2)	車前部。	(3)	平均分配在車底板上。	
874	2	裝載超長、超寬、超高及超重整體物品應：	(1)	在晝間光線好的時候行駛。	(2)	須領有臨時通行證，並在車輛前後端懸掛危險標識。	(3)	貨物兩端應有人看守。	
875	2	汽車非經公路監理機關核准：	(1)	可擅自附掛拖車。	(2)	不可擅自附掛拖車行駛。	(3)	只能附掛拖車一節。	
876	1	裝載危險物品之車輛，在橋樑、隧道、火場多少公尺範圍內，嚴禁停車：	(1)	100公尺。	(2)	200公尺。	(3)	300公尺。	
877	3	貨車雖未超載但超過所行駛橋樑之載重限制，經當場舉發者，應處以罰鍰並記：	(1)	車主。	(2)	託運人。	(3)	駕駛人。違規點數2點。	
878	1	汽車不依規定裝載危險物品，經當場舉發者，除罰鍰外並：	(1)	違規記點。	(2)	吊扣牌照。	(3)	吊扣駕照。	
879	1	駕駛裝載危險物品車輛之駕駛員：	(1)	應領有所駕駛車種之駕照外並經專業訓練合格並領有證書者。	(2)	只要有職業駕照即可。	(3)	有聯結車駕照即可。	
880	3	行駛高速或快速公路之汽車除在指定之場所外：	(1)	可以隨時停車上下乘客及裝卸貨物。	(2)	只可下乘客卸貨不可上乘客裝貨。	(3)	不得停車上下乘客或裝卸貨物。	
881	2	汽車裝載危險物品行駛高速或快速公路時，應行駛：	(1)	內側車道。	(2)	外側車道。	(3)	內外側車道均可。	
882	1	並禁止變換車道。汽車在高速行駛時，載重的重心愈低，其穩定性：	(1)	愈佳。	(2)	不佳。	(3)	不受影響。	
883	3	汽車裝載時應依規定，下列何者正確：	(1)	車廂以外得載人。	(2)	小型汽車附掛之拖車可裝載任何物品。	(3)	貨車駕駛室或小客車之前座乘人不得超過規定之人數。	
884	3	IMAGEIMAGEIMAGEp066_img01_xref449__DOT__png	(1)	危險路面。	(2)	注意左側落石。	(3)	注意右側落石。	
885	2	IMAGEIMAGEIMAGEp066_img02_xref451__DOT__png	(1)	狹橋。	(2)	危險。	(3)	慢行。	
886	1	IMAGEIMAGEIMAGEp066_img03_xref453__DOT__png	(1)	車輛寬度限制。	(2)	單行道。	(3)	車輛高度限制。	
887	2	IMAGEIMAGEIMAGEp066_img04_xref455__DOT__png	(1)	遵行方向。	(2)	救護站	(3)	岔路。	
888	3	答 題號 圖 示 題 目 案 汽車於國道高速公路發生事故或其他緊急情況無法繼續行駛時，如車輛無法滑離車道，除顯示危險警告燈外，為防範二次事故，應於車輛後方多少公尺處設置車輛故障標誌？	(1)	30至50 公尺。	(2)	50至100公尺。	(3)	100公尺以上。	
889	2	在國道發生輕微擦撞事故（無人傷亡），當事人下列作為何者正確？	(1)	為處理人員蒐證、調查之需，應保留現場，直到警察抵達才可移動。	(2)	拍照錄影後應儘速將車移置安全處所。	(3)	在車道上放置車輛故障標誌後，等待警察到場處理。	
890	2	當車輛發生道路交通事故時，依規定應於車後方放置車輛故障標誌或其他明顯警告設施，其距離何者正確？	(1)	在快速道路於事故地點後方70公尺處。	(2)	在高速公路於事故地點後方100 公尺處。	(3)	在最高速限50公里以下之路段於事故地點後方20公尺處。	
891	3	在國道高速公路上開車時，車輛突然故障無法移動停止於車道上，在開啟警示燈並將車輛停妥後，應該在車後方大約多少公尺處放置車輛故障標誌（三角牌），以符合法規並有效提醒後 車？	(1)	30到50公尺。	(2)	500公尺以上。	(3)	100 公尺以上。	
892	3	汽車駕駛人駕駛小客車行駛在高速公路主線車道，欲變換車道超車時，下列哪一項做法最符合 「安全準則」與「防禦駕駛」精神？	(1)	只要看到後方車輛還有距離，即使對方閃燈警告，也應加速切入以完成超車。	(2)	超車完成後，應立即切回原車道，不必刻意與被超車輛保持安全 距離。	(3)	變換車道前應注意欲變換之車道的動態，確認安全距離再駛入；若遇後方車輛閃燈 警告，應暫緩變換。	
893	2	關於高速公路的「路肩使用」與「故障應變」，下列哪一種情境處理方式是正確且能有效預防 二次事故的？	(1)	為了趕時間，若前方主線塞車，可以暫時行駛路肩，以維持車流順暢。	(2)	車輛若在行駛中發生故障，應緩慢駛向路肩停靠，並在車後方 50~100 公尺處放置車輛故障標 誌，且人員應到護欄外等待救援。	(3)	發生事故後，為了保護車輛財產，所有乘客應留在車內 並反鎖車門，直到拖吊車抵達。	
894	2	發生交通事故後，放置「車輛故障標誌」的主要目的是什麼？	(1)	警告後方來車，防止警察開單	(2)	警告後方來車，預防二次事故追撞	(3)	作為理賠時計算車損的基準點	
895	3	關於夜間行車與路口停等的正確習慣，下列哪一項做法能有效提升安全性並預防事故？	(1)	行 經隧道時因為內部有照明，所以不一定要開啟車燈。	(2)	夜間在路口停等紅燈時，只要不是第一輛車，可關閉大燈以節省電力。	(3)	夜間停等紅燈，應維持開啟大燈，並隨時注意周遭行人 與車輛動態。	
896	1	駕駛人發生交通事故，若無人傷亡且車輛尚能行駛，應如何初步處理以防止二次事故？	(1)	應先標繪或攝、錄影車輛位置及衝撞點，並將車輛移置路邊。	(2)	留在原地等待警察到場，不得 移動車輛	(3)	直接離開現場，事後再報警即可	
897	2	車輛發生事故後，為防止二次事故，應優先採取何項措施？	(1)	立即移動車輛。	(2)	開啟危險警告燈並設置車輛故障標誌。	(3)	關閉所有燈光。	
898	3	汽車駕駛人欲長途旅行，出發前為落實「事故預防處理」的自主檢查。請問下列哪一項做法最 符合「預防勝於治療」的安全觀念？	(1)	輪胎胎壓只要看起來沒有扁掉就可以，胎紋深度或有 無裂痕對行車安全影響不大。	(2)	生病服藥後若感覺精神還可以，為了趕行程仍應堅持開車，只需中途多喝咖啡提神。	(3)	檢查車況(含五油(燃油、機油、動力方向機油、變速箱油、煞車 油)、三水（冷卻水、電瓶液、雨刷水）、六燈(頭燈、車寬燈、方向燈、霧燈、煞車燈、倒車 燈)、胎紋)與胎壓，且若前晚睡眠不足，應先補眠或請他人代駕。	
899	3	行駛於高快速公路之隧道內，因緊急情況無法繼續行駛，應先停車待援，並在故障車輛後方幾公尺處設置車輛故障標誌警示？	(1)	10公尺。	(2)	50公尺。	(3)	100公尺。	
900	3	駕駛人行駛於高速公路或快速公路時，若因車輛故障或其他緊急情況無法繼續行駛，其處置方式下列何者不正確？	(1)	應將車輛滑離主車道，停放於路肩等待救援	(2)	待援期間應開啟危險警 告燈，並於車輛後方設置車輛故障標誌警示	(3)	故障車輛停放於路肩時間不得超過4小時	
901	2	發生行車事故後，於後方設置車輛故障標誌之主要目的為何？	(1)	加速通行。	(2)	防止二次事故。	(3)	減少責任。	
902	2	若在道路上發生交通事故導致有人受傷，且雙方車輛無法移動時，應先為下列何者處置：	(1)	應先報警，不須下車。	(2)	應在故障車輛後方適當距離放置車輛故障標誌。	(3)	下車站在車道中央指揮交通。	
903	3	發生交通事故後，第一步應該做什麼？	(1)	馬上報警。	(2)	為避免影響交通，應立即移動車輛。	(3)	停車、開啟危險警示燈並於車後方放置車輛故障標誌。	
904	1	為防止交通事故，行駛中最重要的做法是：	(1)	保持安全車距。	(2)	超速行駛以快到目的地。	(3)	只注意前方車輛。	
905	3	夜間車輛故障或事故停於道路上時，應如何警示後方來車？	(1)	站在車後雙手揮舞。	(2)	僅開啟車內燈。	(3)	開啟危險警告燈並設置車輛故障標誌。	
906	1	在高速公路發生交通事故或車輛故障時，若需透過專責客服系統通報並請求協助，應撥打下列哪一專線？	(1)	1968 APP(警政報案)。	(2)	1996。	(3)	1999。	
907	1	汽車駕駛人駕駛汽車肇事，無人受傷或死亡且汽車尚能行駛時，下列處理程序何者正確？	(1)	應先標繪車輛位置及拍攝相關證據後，將車輛移置不妨礙交通之處。	(2)	不得任意移動車輛，於 現場等待警察到場，以保全原始證據。	(3)	僅需與對方達成口頭協議後，即可各自離開現場。	
908	2	汽車行駛高速或快速公路，行至因事故或其他原因發生交通阻塞之路段時，下列哪項採取的措施為錯誤?	(1)	遵守交通勤務警察指揮，不得將車輛暫停或停駐路肩。	(2)	視現場狀況將車輛移 動到路肩。	(3)	停在主線車道之車輛應顯示危險警告燈。	
909	3	汽車因故停滯於長隧道內，應如何處理以維持隧道空氣品質？	(1)	開啟強風空調。	(2)	開啟車窗通風。	(3)	暫時將引擎熄火。	
910	2	發生道路交通事故，但無人傷亡且車輛尚能行駛，應如何處理？	(1)	不得任意移動肇事車輛及現場痕跡證據，等候警察到場處理。	(2)	應先標繪或攝、錄影車輛位置及衝撞點，並將車輛移置 不妨礙交通之處所。	(3)	車輛直接移置路肩停放，並於適當距離處豎立車輛故障標誌。	
911	3	汽車行駛於何種路段時發生故障，無法移置於無礙交通之場所時，應在車身後5-30公尺處之路面上設置車輛故障標誌？	(1)	高快速公路。	(2)	行車時速逾40公里之非高快速公路路段。	(3)	行車時速40公里以下之路段。	
912	3	車禍現場遇有失去意識傷者時，下列何者為處置不當？	(1)	保持冷靜，避免隨意移動傷患。	(2)	儘速通知消防機關。	(3)	拍打或搖動傷者，試圖使其恢復意識	
913	3	汽車駕駛人有下列何種情況，須參加道路交通安全講習：	(1)	違規停車。	(2)	未帶駕照。	(3)	在道路上蛇行。	
914	1	IMAGEIMAGEIMAGEp068_img01_xref460__DOT__png 以下圖示為？	(1)	引擎故障警示燈。	(2)	低機油壓力警示燈。	(3)	低燃油油位警示燈。	
915	1	IMAGEIMAGEIMAGEp068_img02_xref462__DOT__png	(1)	避車彎。	(2)	分道。	(3)	狹路。	
916	2	汽車於速限超過每小時40公里之路段發生故障無法行駛時，應如何處置？？	(1)	僅開啟危險警告燈即可。	(2)	於車後30-100公尺之路面上設置車輛故障標誌。	(3)	將車輛留在原地並立即離 開。	
917	2	汽車在高速公路行駛時，碰到前方交通阻塞，可否使用路肩行駛，下列敘述何者正確？	(1)	可利用路肩行駛。	(2)	不可隨意使用路肩行駛。	(3)	無發現交通執法人員即可使用路肩行駛。	
918	2	汽車於高速公路發生交通事故致人受傷或死亡時，下列何者正確？	(1)	應立即將車輛移至路肩，以避免影響交通。	(2)	應先採取救護措施並報警處理，且不得任意移動車輛及現場證據；但 致人受傷且當事人同意時，應先標繪位置或拍攝後再移置車輛。	(3)	先行離開現場，事後再報警 處理。	
919	2	汽車駕駛人發生交通事故，無人受傷或死亡時，下列何者正確？	(1)	僅需自行協調處理，未報警離開現場不受處罰。	(2)	應依規定處置；如逃逸者，除處罰鍰外，並吊扣其駕駛執照。	(3)	因 無人傷亡，得立即離開現場，不須後續處理。	
920	2	汽車駕駛人於行車中發生事故，有人員受傷時其處置作為下列何者正確？	(1)	逕行將人送醫快速駛離現場。	(2)	應保持現場、於車後方放置車輛故障標誌並以最快方法報請相關單位處理。	(3)	以電話報警後，即可離開現場。	
921	2	汽油發生火災時，下列何種處置方式正確？	(1)	應以大量清水直接潑灑，以迅速降低火勢。	(2)	使用滅火器、泥沙或以濕棉被、衣物覆蓋撲滅火源。	(3)	應先移動燃燒物，再以風吹方式使火勢 減弱。	
922	3	交通事故當事人若對於「車輛行車事故鑑定會」之鑑定結果不服時，得於接到鑑定責任意見書之翌日起幾日內，向覆議會申請覆議？	(1)	10日內。	(2)	15日內。	(3)	30日內。	
